,id,instruments,genres,place,coordinates,is-danced,youtube-id,start-ts,end-ts,region,sub-region,main_genre,secondary_genre,sub-genre,Lyra,Cimbalom,Whistling,Floghera,Trumpet,Klarino,Flute,Laouto,Guitar,Trombone,Bass,Piano,Cello,Tambouras,Baglamas,Zournas,Kanonaki,Santouri,Violin,Voice,Accordion,Oud,Mandolin,Ney,Tsampouna,Tuba,Bassoon,Percussion,Bouzouki,Tsumbus
275,giaroubi,"['Voice', 'Percussion', 'Oud', 'Lyra']","['Urban-folk', 'Mikrasiatiko']","['Asia-minor', 'Smyrni']",38.40759370339183|27.149200099431013,yes,-YUXPO1BSRw,2465,2658,Asia-minor,Smyrni,Urban-folk,Mikrasiatiko,Mikrasiatiko,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,no
276,giati-allaxes-giati-stelios-keromytis-kostas-manesis,"['Voice', 'Guitar', 'Bouzouki', 'Baglamas', 'Accordion']",['Rebetiko'],['N/A'],N/A,no,L3fe3KGksU8,2850,3034,N/A,N/A,Rebetiko,Rebetiko,Rebetiko,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no
277,giati-einai-mavra-ta-vouna,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Epirotic']",['Epirus'],39.66608483034404|20.826263473906028,yes,niplI7Bv-30,1518,1739,Epirus,Epirus,Traditional,Epirotic,Epirotic,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
278,giorgitsa,"['Voice', 'Percussion', 'Oud', 'Lyra']","['Traditional', 'Mikrasiatiko']",['Asia-minor'],38.5231944247523|26.521702731335296,yes,-YUXPO1BSRw,2194,2436,Asia-minor,Asia-minor,Traditional,Mikrasiatiko,Mikrasiatiko,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,no
279,giorgitsa-2,"['Voice', 'Violin', 'Tambouras', 'Percussion', 'Oud', 'Laouto', 'Klarino', 'Kanonaki', 'Guitar']","['Traditional', 'Mikrasiatiko']",['Asia-minor'],38.5231944247523|26.521702731335296,yes,6ZDyC-wpRXM,2687,2853,Asia-minor,Asia-minor,Traditional,Mikrasiatiko,Mikrasiatiko,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,yes,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,yes,no,no
280,gioula,['Voice'],"['Traditional', 'Peloponnesian']","['Peloponnese', 'Kalavryta']",38.02253753321499|22.117596423290088,no,6bLFhgwoKsY,709,802,Peloponnese,Kalavryta,Traditional,Peloponnesian,Peloponnesian,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
281,gioulia,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino', 'Guitar']","['Traditional', 'Central-Greek']",['Central-Greece'],38.87601135662379|22.319114372276747,yes,GIOAt5GHt3I,1122,1293,Central-Greece,Central-Greece,Traditional,Central-Greek,Central-Greek,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
282,giourvalantoum,"['Voice', 'Violin', 'Percussion', 'Oud']","['Traditional', 'Pontian']",['Pontus'],40.98830222241354|39.727075504282254,yes,i6kJdvFwCoA,1542,1668,Pontus,Pontus,Traditional,Pontian,Pontian,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,yes,no,no
283,gkainta-arvanitiki,"['Violin', 'Percussion', 'Oud', 'Klarino', 'Guitar', 'Bass']","['Traditional', 'Arvanitic']",['N/A'],N/A,yes,g4hypPA6D9Y,4140,4188,N/A,N/A,Traditional,Arvanitic,Arvanitic,no,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,no
284,gkainta-dipli,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Epirotic']","['Epirus', 'Pogoni']",39.957398151152326|20.502372173521454,yes,ifRo_Z05kuQ,3183,3327,Epirus,Pogoni,Traditional,Epirotic,Epirotic,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
285,gkainta-manolis-papageorgiou,"['Violin', 'Percussion', 'Laouto', 'Klarino', 'Guitar']","['Traditional', 'Macedonian']",['Macedonia'],40.910884328073564|23.22153108200181,yes,G9DwnuVgsVs,2231,2435,Macedonia,Macedonia,Traditional,Macedonian,Macedonian,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no
286,gkainta-moni,"['Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Epirotic']","['Epirus', 'Pogoni']",39.957398151152326|20.502372173521454,yes,ifRo_Z05kuQ,3328,3490,Epirus,Pogoni,Traditional,Epirotic,Epirotic,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no
287,gkioumia,"['Trumpet', 'Trombone', 'Percussion', 'Klarino']","['Traditional', 'Macedonian']",['Macedonia'],40.910884328073564|23.22153108200181,yes,gMz1OBS9FlQ,5957,6036,Macedonia,Macedonia,Traditional,Macedonian,Macedonian,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no
288,gkiouzen-oglan,"['Mandolin', 'Guitar', 'Bass', 'Accordion']","['Traditional', 'Mikrasiatiko']","['Asia-minor', 'Smyrni']",38.40759370339183|27.149200099431013,no,VrnG_gxNwH8,1832,2086,Asia-minor,Smyrni,Traditional,Mikrasiatiko,Mikrasiatiko,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no
289,gkolfo,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Epirotic']",['Epirus'],39.66608483034404|20.826263473906028,yes,niplI7Bv-30,5558,5715,Epirus,Epirus,Traditional,Epirotic,Epirotic,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
290,glenta-kaimeni-mou-kardia,['Voice'],"['Traditional', 'Peloponnesian']",['Peloponnese'],37.200485993306756|22.362045452582027,yes,6bLFhgwoKsY,5736,5975,Peloponnese,Peloponnese,Traditional,Peloponnesian,Peloponnesian,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
291,glentate-kosme-ti-zoi,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Nisiotiko', 'Aegean']","['Aegean-sea', 'Skyros']",38.84362114459277|24.595843955324238,no,8gH9iexkXME,1009,1194,Aegean-sea,Skyros,Traditional,Nisiotiko,Aegean,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
292,glentzes,"['Voice', 'Violin', 'Guitar', 'Cimbalom', 'Bass', 'Accordion']","['Urban-folk', 'Mikrasiatiko']","['Asia-minor', 'Smyrni']",38.40759370339183|27.149200099431013,no,TpK-XXFl51o,43,166,Asia-minor,Smyrni,Urban-folk,Mikrasiatiko,Mikrasiatiko,no,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no
293,glykia-mou-poli,"['Voice', 'Violin', 'Santouri', 'Percussion', 'Oud', 'Guitar']","['Traditional', 'Mikrasiatiko', 'Politiko']","['Asia-minor', 'Poli']",41.01536713612946|29.015778607989805,yes,5fJXkyrSxo4,819,978,Asia-minor,Poli,Traditional,Mikrasiatiko,Politiko,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,yes,no,no,no,no,no,yes,no,no
294,glyko-parapono-2,"['Voice', 'Guitar', 'Bass', 'Accordion']",['Newer'],['N/A'],N/A,no,VrnG_gxNwH8,3845,4093,N/A,N/A,Newer,Newer,Newer,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no
295,gramma,"['Voice', 'Violin', 'Guitar']","['Traditional', 'Southern-Italian']",['Southern-Italy'],37.4956965444923|14.488217381442661,no,l2gUntzxeVc,4006,4225,Southern-Italy,Southern-Italy,Traditional,Southern-Italian,Southern-Italian,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no
296,grava,"['Percussion', 'Laouto', 'Klarino']","['Traditional', 'Epirotic']",['Epirus'],39.66608483034404|20.826263473906028,no,tbbAWeVEHFQ,2170,2483,Epirus,Epirus,Traditional,Epirotic,Epirotic,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no
297,grigoros-xechoristos,"['Trumpet', 'Trombone', 'Percussion', 'Klarino']","['Traditional', 'Macedonian']",['Macedonia'],40.910884328073564|23.22153108200181,yes,gMz1OBS9FlQ,5717,5796,Macedonia,Macedonia,Traditional,Macedonian,Macedonian,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no
298,gyalo-gyalo,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Epirotic']","['Epirus', 'Pogoni']",39.957398151152326|20.502372173521454,yes,8gH9iexkXME,5768,5989,Epirus,Pogoni,Traditional,Epirotic,Epirotic,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
299,gyrisma-kari-bati,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Macedonian', 'Vlachic']",['Macedonia'],40.910884328073564|23.22153108200181,yes,gMz1OBS9FlQ,2377,2461,Macedonia,Macedonia,Traditional,Macedonian,Vlachic,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
300,gyrisma-more-psili-more-ligni,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Epirotic', 'Vlachic']","['Epirus', 'Metsovo']",39.77279687831799|21.180210833893486,yes,wFOvhBpFM1o,4834,5054,Epirus,Metsovo,Traditional,Epirotic,Vlachic,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
301,i-agapi-sou-m-aresei,"['Voice', 'Violin', 'Santouri', 'Percussion', 'Laouto', 'Guitar']","['Traditional', 'Nisiotiko', 'Aegean']",['Aegean-sea'],38.5853888564289|25.564763646019834,yes,5z-ZGft2zCI,3810,3884,Aegean-sea,Aegean-sea,Traditional,Nisiotiko,Aegean,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes,no,no
302,i-evgenoula-i-omorfi,"['Voice', 'Percussion', 'Lyra']","['Traditional', 'Macedonian']","['Macedonia', 'Drama']",41.15488878161416|24.11247329011346,no,4mMJSlECbh4,5086,5259,Macedonia,Drama,Traditional,Macedonian,Macedonian,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no
303,i-gkarsona,"['Voice', 'Percussion', 'Guitar', 'Bouzouki', 'Bass', 'Accordion']",['Laiko'],['N/A'],N/A,yes,pxhw04LZhiY,893,1143,N/A,N/A,Laiko,Laiko,Laiko,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,yes,no
304,i-kota-vasilis-saleas,"['Violin', 'Percussion', 'Laouto', 'Klarino', 'Guitar']","['Traditional', 'Central-Greek']","['Central-Greece', 'Mesologgi']",38.387336454795125|21.45891698692964,yes,G9DwnuVgsVs,5372,5518,Central-Greece,Mesologgi,Traditional,Central-Greek,Central-Greek,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no
305,i-lafina-dioxe-me-mana,"['Violin', 'Laouto', 'Klarino', 'Guitar']","['Traditional', 'Central-Greek']",['Central-Greece'],38.87601135662379|22.319114372276747,no,G9DwnuVgsVs,6122,6210,Central-Greece,Central-Greece,Traditional,Central-Greek,Central-Greek,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
306,i-parastratimeni-2,"['Voice', 'Piano', 'Guitar', 'Bouzouki', 'Bass', 'Accordion']",['Laiko'],['N/A'],N/A,no,tzCMruLs9bM,4401,4597,N/A,N/A,Laiko,Laiko,Laiko,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no
307,i-perdika,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Epirotic', 'Polyphonic']","['Epirus', 'Konitsa']",40.05962666536191|20.733372899966845,yes,UaYoyQPZEuo,2750,2837,Epirus,Konitsa,Traditional,Epirotic,Polyphonic,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
308,i-proti-agapi-sou,"['Voice', 'Guitar', 'Bouzouki', 'Accordion']",['Laiko'],['N/A'],N/A,no,GQoE6eVqP38,3920,4135,N/A,N/A,Laiko,Laiko,Laiko,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no
309,i-rima-tis-katastrofis-tis-chiou,"['Voice', 'Kanonaki']","['Traditional', 'Nisiotiko', 'Aegean']","['Aegean-sea', 'Chios']",38.42426026626016|26.058525334235867,no,J-PqcxTXtp4,766,995,Aegean-sea,Chios,Traditional,Nisiotiko,Aegean,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no
310,i-trata,"['Voice', 'Violin', 'Santouri', 'Laouto']","['Traditional', 'Nisiotiko', 'Euboean']",['Euboea'],38.50843106661583|24.003613925733106,yes,Zy8tjrTf4sg,5079,5246,Euboea,Euboea,Traditional,Nisiotiko,Euboean,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no
311,i-valitsa,"['Voice', 'Piano', 'Guitar', 'Bouzouki', 'Bass', 'Accordion']",['Laiko'],['N/A'],N/A,no,zkoqg3VRVLA,666,744,N/A,N/A,Laiko,Laiko,Laiko,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no
312,i-varka-tou-koutsouradi,"['Voice', 'Violin', 'Laouto']","['Traditional', 'Nisiotiko', 'Aegean']","['Aegean-sea', 'Kos']",36.85248114414557|27.228892044478616,no,CJ7m2WduEh8,976,1181,Aegean-sea,Kos,Traditional,Nisiotiko,Aegean,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no
313,i-vergo,['Voice'],"['Traditional', 'Peloponnesian']","['Peloponnese', 'Arcadia']",37.521613336357674|22.372682419794433,yes,o4XzhbCL0QM,3181,3279,Peloponnese,Arcadia,Traditional,Peloponnesian,Peloponnesian,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
314,i-vrisi-ton-pegiotisson,"['Voice', 'Percussion', 'Ney', 'Lyra', 'Laouto', 'Kanonaki', 'Bass']","['Traditional', 'Nisiotiko', 'Cypriot']",['Cyprus'],35.10009399380982|33.3973245270655,no,Dd0IreIlLJE,1132,1353,Cyprus,Cyprus,Traditional,Nisiotiko,Cypriot,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,yes,no,no
315,i-xaveriotissa,"['Voice', 'Guitar', 'Bouzouki', 'Baglamas']",['Rebetiko'],['N/A'],N/A,yes,IzjFkYASGbY,4381,4607,N/A,N/A,Rebetiko,Rebetiko,Rebetiko,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no
316,ikariotikos,"['Violin', 'Santouri', 'Laouto', 'Guitar']","['Traditional', 'Nisiotiko', 'Aegean']","['Aegean-sea', 'Icaria']",37.600502446388|26.159290600739173,yes,5z-ZGft2zCI,5190,5335,Aegean-sea,Icaria,Traditional,Nisiotiko,Aegean,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no
317,ilie-mou-kai-an-kaneis-ilio,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Sarakatsani']",['N/A'],N/A,yes,FXS9jCtkFLk,4129,4305,N/A,N/A,Traditional,Sarakatsani,Sarakatsani,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
318,ilios,"['Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Peloponnesian']",['Peloponnese'],37.200485993306756|22.362045452582027,yes,o4XzhbCL0QM,2044,2252,Peloponnese,Peloponnese,Traditional,Peloponnesian,Peloponnesian,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no
319,ilios-2,"['Violin', 'Percussion', 'Laouto', 'Klarino', 'Guitar', 'Bass']","['Traditional', 'Central-Greek']",['Central-Greece'],38.87601135662379|22.319114372276747,yes,g4hypPA6D9Y,2885,3111,Central-Greece,Central-Greece,Traditional,Central-Greek,Central-Greek,no,no,no,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no
320,ipeirotika-gyrismata,"['Violin', 'Percussion', 'Laouto', 'Klarino', 'Guitar', 'Bass']","['Traditional', 'Epirotic']","['Epirus', 'Pogoni']",39.957398151152326|20.502372173521454,yes,g4hypPA6D9Y,5117,5342,Epirus,Pogoni,Traditional,Epirotic,Epirotic,no,no,no,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no
321,irth-o-kairos-na-fygoume,"['Voice', 'Floghera']","['Traditional', 'Epirotic']",['Epirus'],39.66608483034404|20.826263473906028,no,FXS9jCtkFLk,5927,6034,Epirus,Epirus,Traditional,Epirotic,Epirotic,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
322,irth-o-kairos-na-fygoume-2,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Epirotic']",['Epirus'],39.66608483034404|20.826263473906028,yes,ifRo_Z05kuQ,6281,6597,Epirus,Epirus,Traditional,Epirotic,Epirotic,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
323,kadikoylu,"['Voice', 'Violin', 'Santouri', 'Percussion', 'Oud', 'Kanonaki']","['Traditional', 'Turkish']",['Turkey'],39.67514772040062|32.57490915562928,no,5fJXkyrSxo4,2817,2980,Turkey,Turkey,Traditional,Turkish,Turkish,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,no,no,no,no,no,yes,no,no
324,kagkelaris,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Epirotic']",['Epirus'],39.66608483034404|20.826263473906028,yes,5z-ZGft2zCI,1597,1909,Epirus,Epirus,Traditional,Epirotic,Epirotic,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
325,kai-ti-tragoudi-na-vroume,"['Voice', 'Violin', 'Tsampouna', 'Percussion', 'Oud', 'Lyra', 'Accordion']","['Traditional', 'Thracian']",['Thrace'],40.99020017616846|26.004757197151037,no,fooYiNew79E,1964,2197,Thrace,Thrace,Traditional,Thracian,Thracian,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,yes,no,no,yes,no,no
326,kai-tou-christou-sto-synoro,"['Voice', 'Violin', 'Tsampouna', 'Percussion', 'Oud', 'Lyra', 'Klarino']","['Traditional', 'Thracian']",['Thrace'],40.99020017616846|26.004757197151037,yes,fooYiNew79E,2263,2568,Thrace,Thrace,Traditional,Thracian,Thracian,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,yes,no,no,yes,no,no
327,kaigomai-kaigomai,"['Voice', 'Piano', 'Guitar', 'Bouzouki', 'Bass', 'Accordion']",['Rebetiko'],['N/A'],N/A,no,tzCMruLs9bM,3206,3451,N/A,N/A,Rebetiko,Rebetiko,Rebetiko,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no
328,kainourgia-logia,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Guitar', 'Bass']","['Traditional', 'Epirotic']",['Epirus'],39.66608483034404|20.826263473906028,no,g4hypPA6D9Y,2228,2377,Epirus,Epirus,Traditional,Epirotic,Epirotic,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
329,kainourgia-logia-2,"['Voice', 'Violin', 'Tambouras', 'Santouri', 'Percussion', 'Laouto', 'Klarino', 'Guitar']","['Traditional', 'Central-Greek']",['Central-Greece'],38.87601135662379|22.319114372276747,yes,6ZDyC-wpRXM,6062,6226,Central-Greece,Central-Greece,Traditional,Central-Greek,Central-Greek,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,yes,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes,no,no
330,kalamatianos,"['Violin', 'Percussion', 'Laouto', 'Klarino', 'Guitar']","['Traditional', 'Peloponnesian']",['Peloponnese'],37.200485993306756|22.362045452582027,yes,G9DwnuVgsVs,6285,6398,Peloponnese,Peloponnese,Traditional,Peloponnesian,Peloponnesian,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no
331,kalanta-encardia,"['Voice', 'Percussion', 'Guitar', 'Bass', 'Accordion']","['Traditional', 'Southern-Italian']",['Southern-Italy'],37.4956965444923|14.488217381442661,yes,fooYiNew79E,3073,3221,Southern-Italy,Southern-Italy,Traditional,Southern-Italian,Southern-Italian,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,no,no
332,kalanta-ipeirou,"['Voice', 'Percussion']","['Traditional', 'Epirotic']",['Epirus'],39.66608483034404|20.826263473906028,no,fooYiNew79E,3508,3611,Epirus,Epirus,Traditional,Epirotic,Epirotic,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no
333,kalanta-kritis,"['Voice', 'Percussion']","['Traditional', 'Nisiotiko', 'Cretan']",['Crete'],35.19124573828352|25.024171535651924,no,fooYiNew79E,3282,3352,Crete,Crete,Traditional,Nisiotiko,Cretan,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no
334,kalanta-thrakis-xanthi,"['Voice', 'Violin', 'Percussion', 'Oud', 'Lyra', 'Floghera', 'Accordion']","['Traditional', 'Thracian']",['Thrace'],40.99020017616846|26.004757197151037,no,fooYiNew79E,42,145,Thrace,Thrace,Traditional,Thracian,Thracian,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,yes,no,no
335,kalarfistikos,"['Voice', 'Lyra', 'Laouto']","['Traditional', 'Nisiotiko', 'Aegean']","['Aegean-sea', 'Halki']",36.230046698760496|27.583485630492554,yes,4mMJSlECbh4,3681,3858,Aegean-sea,Halki,Traditional,Nisiotiko,Aegean,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
336,kale-sy-panagia-mou-2,"['Voice', 'Violin', 'Santouri', 'Percussion', 'Laouto', 'Klarino', 'Guitar']","['Traditional', 'Nisiotiko', 'Aegean']",['Aegean-sea'],38.5853888564289|25.564763646019834,yes,5z-ZGft2zCI,5801,5888,Aegean-sea,Aegean-sea,Traditional,Nisiotiko,Aegean,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes,no,no
337,kale-sy-panagia-mou-4,"['Voice', 'Mandolin', 'Guitar', 'Bass', 'Accordion']","['Traditional', 'Mikrasiatiko']","['Asia-minor', 'Smyrni']",38.40759370339183|27.149200099431013,no,VrnG_gxNwH8,2643,2854,Asia-minor,Smyrni,Traditional,Mikrasiatiko,Mikrasiatiko,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no
338,kali-kardia-kalo-krasi,"['Voice', 'Guitar', 'Bouzouki', 'Baglamas', 'Accordion']",['Rebetiko'],['N/A'],N/A,no,YEPmaDr_UMA,49,238,N/A,N/A,Rebetiko,Rebetiko,Rebetiko,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no
339,kalimerisma,['Voice'],"['Traditional', 'Nisiotiko', 'Aegean']","['Aegean-sea', 'Kalymnos']",36.987573229226555|26.988755984703815,no,-Lae0QmE15A,772,882,Aegean-sea,Kalymnos,Traditional,Nisiotiko,Aegean,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
340,kalinifta,"['Voice', 'Violin', 'Guitar', 'Accordion']","['Traditional', 'Southern-Italian', 'Polyphonic']",['Southern-Italy'],37.4956965444923|14.488217381442661,no,l2gUntzxeVc,5183,5443,Southern-Italy,Southern-Italy,Traditional,Southern-Italian,Polyphonic,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no
341,kalomoira-chasapikos,"['Violin', 'Percussion', 'Oud', 'Klarino', 'Kanonaki']","['Traditional', 'Nisiotiko', 'Aegean']","['Aegean-sea', 'Chios']",38.42426026626016|26.058525334235867,yes,J-PqcxTXtp4,4997,5213,Aegean-sea,Chios,Traditional,Nisiotiko,Aegean,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,yes,no,no
342,kalon-koritsin,"['Voice', 'Percussion', 'Floghera']","['Traditional', 'Pontian']",['Pontus'],40.98830222241354|39.727075504282254,yes,VmaUraZpvI8,1759,1878,Pontus,Pontus,Traditional,Pontian,Pontian,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no
